Country,Date,No. of confirmed cases,No. of confirmed deaths,Male Cases,Female Cases,Boys,Girls,Adult Male,Adult Female,Old Male,Old Female
United Kingdom,23/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,23/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,23/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Italy,23/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,24/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,24/09/2015,3340,2080,2004,1336,601.2,400.8,1202.4,801.6,200.4,133.6
Senegal,24/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,24/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,24/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Nigeria,24/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Italy,24/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,24/09/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Liberia,24/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Spain,24/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,24/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Italy,25/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,25/09/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Liberia,25/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United States of America,25/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,25/09/2015,3340,2080,2004,1336,601.2,400.8,1202.4,801.6,200.4,133.6
Spain,25/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,25/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Mali,25/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Senegal,25/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,25/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,25/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,28/09/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
United States of America,28/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,28/09/2015,3342,2080,2005.2,1336.8,601.56,401.04,1203.12,802.08,200.52,133.68
Senegal,28/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,28/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,28/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,28/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,28/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,28/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Italy,28/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,28/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Guinea,29/09/2015,3344,2080,2006.4,1337.6,601.92,401.28,1203.84,802.56,200.64,133.76
Nigeria,29/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,29/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United States of America,29/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Sierra Leone,29/09/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Mali,29/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Spain,29/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,29/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,29/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,29/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Senegal,29/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,30/09/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Nigeria,30/09/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,30/09/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Spain,30/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,30/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,30/09/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,30/09/2015,3344,2080,2006.4,1337.6,601.92,401.28,1203.84,802.56,200.64,133.76
Senegal,30/09/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,30/09/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Sierra Leone,30/09/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Italy,30/09/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,01/10/2015,3344,2080,2006.4,1337.6,601.92,401.28,1203.84,802.56,200.64,133.76
United States of America,01/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,01/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,01/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Liberia,01/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Spain,01/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,01/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
United Kingdom,01/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,01/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Senegal,01/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,01/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,02/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,02/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Liberia,02/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Mali,02/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United States of America,02/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,02/10/2015,3344,2080,2006.4,1337.6,601.92,401.28,1203.84,802.56,200.64,133.76
Nigeria,02/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,02/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,02/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Spain,02/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,02/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,05/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,05/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Senegal,05/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,05/10/2015,3344,2081,2006.4,1337.6,601.92,401.28,1203.84,802.56,200.64,133.76
Sierra Leone,05/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
United Kingdom,05/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,05/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,05/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United States of America,05/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Mali,05/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Nigeria,05/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Spain,06/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,06/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
United States of America,06/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Liberia,06/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
United Kingdom,06/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,06/10/2015,3344,2081,2006.4,1337.6,601.92,401.28,1203.84,802.56,200.64,133.76
Italy,06/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,06/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Mali,06/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Nigeria,06/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Senegal,06/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,07/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,07/10/2015,3344,2081,2006.4,1337.6,601.92,401.28,1203.84,802.56,200.64,133.76
Senegal,07/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,07/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Sierra Leone,07/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
United States of America,07/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Liberia,07/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Spain,07/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,07/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,07/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,07/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Spain,08/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,08/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,08/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Guinea,08/10/2015,3344,2081,2006.4,1337.6,601.92,401.28,1203.84,802.56,200.64,133.76
Senegal,08/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,08/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Sierra Leone,08/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Mali,08/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,08/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United Kingdom,08/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,08/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,09/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Senegal,09/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,09/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,09/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Spain,09/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,09/10/2015,3344,2081,2006.4,1337.6,601.92,401.28,1203.84,802.56,200.64,133.76
Mali,09/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Sierra Leone,09/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Liberia,09/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Italy,09/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,09/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Sierra Leone,13/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Nigeria,13/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Mali,13/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Guinea,13/10/2015,3344,2081,2006.4,1337.6,601.92,401.28,1203.84,802.56,200.64,133.76
United Kingdom,13/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,13/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Senegal,13/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,13/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,13/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Liberia,13/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Spain,13/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,15/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United States of America,15/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Liberia,15/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Italy,15/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,15/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Guinea,15/10/2015,3345,2081,2007,1338,602.1,401.4,1204.2,802.8,200.7,133.8
Sierra Leone,15/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Spain,15/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,15/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Senegal,15/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,15/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,16/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,16/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,16/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Sierra Leone,16/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Mali,16/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Senegal,16/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,16/10/2015,3346,2082,2007.6,1338.4,602.28,401.52,1204.56,803.04,200.76,133.84
United States of America,16/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Liberia,16/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Italy,16/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,16/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,20/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Italy,20/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,20/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
United States of America,20/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,20/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,20/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Liberia,20/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Mali,20/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Guinea,20/10/2015,3347,2082,2008.2,1338.8,602.46,401.64,1204.92,803.28,200.82,133.88
Senegal,20/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,20/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,22/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Sierra Leone,22/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Italy,22/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,22/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,22/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,22/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Nigeria,22/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Spain,22/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,22/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Guinea,22/10/2015,3347,2082,2008.2,1338.8,602.46,401.64,1204.92,803.28,200.82,133.88
Senegal,22/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,23/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,23/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Senegal,23/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,23/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Spain,23/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,23/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,23/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Mali,23/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United States of America,23/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,23/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Guinea,23/10/2015,3347,2082,2008.2,1338.8,602.46,401.64,1204.92,803.28,200.82,133.88
Spain,26/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,26/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,26/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Guinea,26/10/2015,3350,2082,2010,1340,603,402,1206,804,201,134
Mali,26/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Italy,26/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,26/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Liberia,26/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Senegal,26/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,26/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
United States of America,26/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,27/10/2015,3350,2082,2010,1340,603,402,1206,804,201,134
Nigeria,27/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Senegal,27/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,27/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Italy,27/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,27/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,27/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,27/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Liberia,27/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Spain,27/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,27/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Nigeria,29/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Italy,29/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,29/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Liberia,29/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Mali,29/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Spain,29/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,29/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Liberia,29/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
United Kingdom,29/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,29/10/2015,3350,2083,2010,1340,603,402,1206,804,201,134
Senegal,29/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,30/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,30/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,30/10/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,30/10/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
United States of America,30/10/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,30/10/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,30/10/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,30/10/2015,3350,2083,2010,1340,603,402,1206,804,201,134
Sierra Leone,30/10/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Liberia,30/10/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Mali,30/10/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Nigeria,03/11/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Italy,03/11/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,03/11/2015,3351,2083,2010.6,1340.4,603.18,402.12,1206.36,804.24,201.06,134.04
Liberia,03/11/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Senegal,03/11/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,03/11/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Liberia,03/11/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United Kingdom,03/11/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,03/11/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,03/11/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United States of America,03/11/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,05/11/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,05/11/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,05/11/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Senegal,05/11/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,05/11/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Sierra Leone,05/11/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
Italy,05/11/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,05/11/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,05/11/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United States of America,05/11/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,05/11/2015,3351,2083,2010.6,1340.4,603.18,402.12,1206.36,804.24,201.06,134.04
Italy,06/11/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,06/11/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,06/11/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Sierra Leone,06/11/2015,8704,3589,5222.4,3481.6,1566.72,1044.48,3133.44,2088.96,522.24,348.16
United States of America,06/11/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Liberia,06/11/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Senegal,06/11/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,06/11/2015,3351,2083,2010.6,1340.4,603.18,402.12,1206.36,804.24,201.06,134.04
Mali,06/11/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Spain,06/11/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,06/11/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,10/11/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,10/11/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Guinea,10/11/2015,3351,2083,2010.6,1340.4,603.18,402.12,1206.36,804.24,201.06,134.04
Italy,10/11/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
